dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
Communications & Public Information,Support Services Fund,Public Safety Communications,Other operating costs,0.0,0.0,21,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,General Fund,Homeless Strategy Division,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Project Connect - Office Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Web Services and Graphic Design,"Supplies, technology & equipment",0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Media Relations,"Supplies, technology & equipment",0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Media Relations,Personnel & benefits,0.0,0.0,10,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Media Relations,Other operating costs,0.0,0.0,24,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Media Relations,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Community Engagement,"Supplies, technology & equipment",0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Public Safety Communications,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,HUD Section 108 Family Business Loan Program Fund,Small Business Program,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Support Services Fund,Innovation Office,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,GCP-General Govt Proj,Business Partnering,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Strategic Communications,Other operating costs,0.0,0.0,25,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Strategic Communications,Contractual services,0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Public Safety Communications,"Supplies, technology & equipment",0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Unclaimed Property,Miscellaneous,Other operating costs,0.0,855.77,2,75.0,0.0,-855.77,,855.77,,1141.0266666666666,1141.0266666666666,Review: spend without budget
Communications & Public Information,Support Services Fund,Community Engagement,Other operating costs,0.0,0.0,22,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Live Music Fund,Music and Entertainment Division,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Emergency Medical Services,General Fund,Emergency Communications,Contractual services,0.0,17414.08,2,75.0,0.0,-17414.08,,17414.08,,23218.773333333334,23218.773333333334,Review: spend without budget
Management Services,Project Connect - Office Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Project Connect - Office Fund,Project Connect Office,"Supplies, technology & equipment",0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Project Connect - Office Fund,Project Connect Office,Personnel & benefits,0.0,0.0,10,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Project Connect - Office Fund,Project Connect Office,Other operating costs,0.0,0.0,22,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Community Engagement,Personnel & benefits,0.0,0.0,11,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Live Music Fund,Music and Entertainment Division,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Austin Energy Fund,Customer Care,Grants & contributions,0.0,211033.98,1,75.0,0.0,-211033.98,,211033.98,,281378.64,281378.64,Review: spend without budget
Austin Convention Center,Tourism Public Improvement District,Public Improvement District,Other operating costs,0.0,970.4,2,75.0,0.0,-970.4,,970.4,,1293.8666666666666,1293.8666666666666,Review: spend without budget
Austin Convention Center,Tourism Public Improvement District,Public Improvement District,Grants & contributions,0.0,13917855.89,1,75.0,0.0,-13917855.89,,13917855.89,,18557141.186666667,18557141.186666667,Review: spend without budget
Austin Convention Center,Convention Center Repair and Replacement Fund,Support Services,"Supplies, technology & equipment",0.0,61744.21,3,75.0,0.0,-61744.21,,61744.21,,82325.61333333333,82325.61333333333,Review: spend without budget
Development Services,Development Services Fund,Technology Surcharge,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Austin Energy Fund,Power Supply,"Supplies, technology & equipment",0.0,13265401.07,1,75.0,0.0,-13265401.07,,13265401.07,,17687201.426666666,17687201.426666666,Review: spend without budget
Development Services,Development Services Fund,Investigations and Compliance,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Homeless Strategy Office,General Fund,Support Services,Grants & contributions,0.0,-598884.05,1,75.0,0.0,598884.05,,-598884.05,,-798512.0666666668,-798512.0666666668,Review: non-positive budget
Economic Development,Cultural Arts Fund,Cultural Arts and Contracts,Other operating costs,0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Cultural Arts Fund,Cultural Arts and Contracts,Grants & contributions,0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Forensic Science,General Fund Budget Stabilization Reserve Fund,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Animal Services,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Austin Energy Fund,Support Services,Transfers & debt service,0.0,14776.46,1,75.0,0.0,-14776.46,,14776.46,,19701.946666666667,19701.946666666667,Review: spend without budget
Economic Development,Economic Development Fund,Redevelopment,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Music and Entertainment Division,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Watershed Protection,Barton Springs Conservation,Barton Springs Conservation,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Water,Water Inventory Fund,Miscellaneous,Other operating costs,0.0,-230208.0,2,75.0,0.0,230208.0,,-230208.0,,-306944.0,-306944.0,Review: non-positive budget
Fleet Services,General Svc Inventories,Fleet Service Centers,Other operating costs,0.0,118966.56,8,75.0,0.0,-118966.56,,118966.56,,158622.08,158622.08,Review: spend without budget
Building Services,City Hall Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Aviation,Mueller Airport Disposition Fd,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,6460.16,1,75.0,0.0,-6460.16,,6460.16,,8613.546666666667,8613.546666666667,Review: spend without budget
Aviation,Airport Subordinate Obligation Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,0.0,158666.67,1,75.0,0.0,-158666.67,,158666.67,,211555.56000000003,211555.56000000003,Review: spend without budget
Human Resources,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Support Services Fund,Building Services,Other operating costs,0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Homeless Strategy Office,House Our People Endowment Fund,Homeless Strategy Office,Other operating costs,0.0,28021.25,1,75.0,0.0,-28021.25,,28021.25,,37361.666666666664,37361.666666666664,Review: spend without budget
Austin Energy,Science Fest,Miscellaneous,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Science Fest,Miscellaneous,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Public Works,Parking Management Fund,Community Services,Contractual services,0.0,0.0,8,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Human Resources,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,0.0,500000.0,1,75.0,0.0,-500000.0,,500000.0,,666666.6666666666,666666.6666666666,Review: spend without budget
Human Resources,Employee Benefits Fund,City-Funded Benefits,Contractual services,0.0,22175.0,1,75.0,0.0,-22175.0,,22175.0,,29566.666666666668,29566.666666666668,Review: spend without budget
Homeless Strategy Office,Neighborhood Housing-Housing Trust Fund,Homeless Diversion Services,Other operating costs,0.0,4279899.1,2,75.0,0.0,-4279899.1,,4279899.1,,5706532.133333333,5706532.133333333,Review: spend without budget
Public Works,Transportation Fund,Sidewalk Infrastructure,Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Homeless Strategy Office,Neighborhood Housing-Housing Trust Fund,Homeless Diversion Services,Contractual services,0.0,42.26,1,75.0,0.0,-42.26,,42.26,,56.346666666666664,56.346666666666664,Review: spend without budget
Austin Energy,Science Fest,Miscellaneous,Other operating costs,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Public Works,Parking Management Fund,Community Services,Personnel & benefits,0.0,-3984.1000000000004,12,75.0,0.0,3984.1000000000004,,-3984.1000000000004,,-5312.133333333334,-5312.133333333334,Review: non-positive budget
Public Works,Parking Management Fund,Community Services,Other operating costs,0.0,3984.1000000000004,20,75.0,0.0,-3984.1000000000004,,3984.1000000000004,,5312.133333333334,5312.133333333334,Review: spend without budget
Animal Services,General Fund,Miscellaneous,Other operating costs,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Facilities Management Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Facilities Management Fund,Revolving Energy Efficiency Program,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Water,Austin Water Water Utility Operating Fund,Other Utility Program Requirements,Grants & contributions,0.0,7884.89,1,75.0,0.0,-7884.89,,7884.89,,10513.186666666666,10513.186666666666,Review: spend without budget
Austin Water,Austin Water Water Utility Operating Fund,"Environmental, Planning, and Development Services",Transfers & debt service,0.0,24.34,1,75.0,0.0,-24.34,,24.34,,32.45333333333333,32.45333333333333,Review: spend without budget
Public Works,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Other operating costs,0.0,125476.9,3,75.0,0.0,-125476.9,,125476.9,,167302.53333333333,167302.53333333333,Review: spend without budget
Animal Services,General Fund,Miscellaneous,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Police,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,Opioid Settlement Fund,Opioid Settlement Funds,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Other operating costs,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Police,Police Benefit Fund,Neighborhood-Based Policing,Other operating costs,0.0,1003.0,1,75.0,0.0,-1003.0,,1003.0,,1337.3333333333333,1337.3333333333333,Review: spend without budget
Management Services,Support Services Fund,Innovation Office,"Supplies, technology & equipment",0.0,1723.31,3,75.0,0.0,-1723.31,,1723.31,,2297.7466666666664,2297.7466666666664,Review: spend without budget
Management Services,Support Services Fund,Innovation Office,Personnel & benefits,0.0,42857.85,10,75.0,0.0,-42857.85,,42857.85,,57143.799999999996,57143.799999999996,Review: spend without budget
Management Services,Support Services Fund,Innovation Office,Other operating costs,0.0,3266.9100000000003,18,75.0,0.0,-3266.9100000000003,,3266.9100000000003,,4355.88,4355.88,Review: spend without budget
Animal Services,Animal Services Fund,Animal Services,"Supplies, technology & equipment",0.0,973.92,1,75.0,0.0,-973.92,,973.92,,1298.56,1298.56,Review: spend without budget
Public Works,GCP-Transportation PB/2020,2020 Bond Urban Trails Parent,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Support Services,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Support Services Fund,Building Services,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Music and Entertainment Division,Personnel & benefits,0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Music and Entertainment Division,Other operating costs,0.0,0.0,18,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Music and Entertainment Division,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Public Works,Parking Management Fund,Community Services,"Supplies, technology & equipment",0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Wireless Communication Services Fund,Mobile Radio Communications,"Supplies, technology & equipment",0.0,0.0,10,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Wireless Communication Services Fund,Mobile Radio Communications,Personnel & benefits,0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Wireless Communication Services Fund,Mobile Radio Communications,Other operating costs,0.0,0.0,26,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Wireless Communication Services Fund,Mobile Radio Communications,Contractual services,0.0,0.0,8,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Police,Auto Theft Interdiction Seizur,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Police,Auto Theft Interdiction Seizur,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Radio Inventory,Wireless Communication Services,Other operating costs,0.0,15071.8,1,75.0,0.0,-15071.8,,15071.8,,20095.733333333334,20095.733333333334,Review: spend without budget
Communications & Technology Management,Information and Technology Fund,Technology Services,Personnel & benefits,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Music and Entertainment Division,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Nondepartmental,Pay for Success Reserve Fund,Division Placeholder,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Nondepartmental,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",General Fund,Support Services,Contractual services,0.0,4696.889999999999,2,75.0,0.0,-4696.889999999999,,4696.889999999999,,6262.5199999999995,6262.5199999999995,Review: spend without budget
Development Services,Development Services Fund,Investigations and Compliance,Personnel & benefits,0.0,0.0,12,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Development Services Fund,Investigations and Compliance,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,1115 Medicaid Waiver,Support Services,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,1115 Medicaid Waiver,Support Services,Other operating costs,0.0,-12148.66,9,75.0,0.0,12148.66,,-12148.66,,-16198.213333333333,-16198.213333333333,Review: non-positive budget
Austin Public Health,1115 Medicaid Waiver,Support Services,"Supplies, technology & equipment",0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Urban Forest Replenishment Fund,Community Tree Preservation,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Urban Forest Replenishment Fund,Community Tree Preservation,Other operating costs,0.0,-4596.62,6,75.0,0.0,4596.62,,-4596.62,,-6128.826666666667,-6128.826666666667,Review: non-positive budget
Watershed Protection,Drainage Utility Fund,"Planning, Monitoring, & Compliance",Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Fleet Services,General Svc Inventories,Vehicle Services and Emerging Technologies,Other operating costs,0.0,5548.99,1,75.0,0.0,-5548.99,,5548.99,,7398.653333333333,7398.653333333333,Review: spend without budget
Forensic Science,General Fund,Forensic Integrity and Laboratory Services,Grants & contributions,0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Austin Code Fund,Land Development Review,Other operating costs,0.0,327.11,18,75.0,0.0,-327.11,,327.11,,436.1466666666667,436.1466666666667,Review: spend without budget
Development Services,Austin Code Fund,Land Development Review,Personnel & benefits,0.0,-327.11,11,75.0,0.0,327.11,,-327.11,,-436.1466666666667,-436.1466666666667,Review: non-positive budget
Emergency Medical Services,General Fund,Clinical Navigation,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,GGCIP - Parks and Recreation,PARD Winter Storm Uri Insurance Proceeds,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,Public Services,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,Housing,Transfers & debt service,0.0,2628767.6,2,75.0,0.0,-2628767.6,,2628767.6,,3505023.466666667,3505023.466666667,Review: spend without budget
Enterprise Debt Service,Convention Center Expansion Junior Lien Debt Service Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Enterprise Debt Service,Convention Center Capitalized Interest Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Emergency Medical Services,General Fund Budget Stabilization Reserve Fund,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Emergency Medical Services,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Austin Code Fund,Land Development Review,"Supplies, technology & equipment",0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,PARD Donations Fund,Community Services,Other operating costs,0.0,6249.21,11,75.0,0.0,-6249.21,,6249.21,,8332.28,8332.28,Review: spend without budget
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,Displacement Prevention,Contractual services,0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,House Our People Endowment Fund,Displacement Prevention,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Support Services Fund,Police Financial Services,Other operating costs,0.0,-283.73,2,75.0,0.0,283.73,,-283.73,,-378.3066666666667,-378.3066666666667,Review: non-positive budget
Parks & Recreation,GGCIP - Parks and Recreation,Parkland Shade Structures,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,GGCIP - Parks and Recreation,Parkland Shade Structures,Other operating costs,0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,GGCIP - Parks and Recreation,Parkland Shade Structures,Contractual services,0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Austin Energy Fund,Electric System,Transfers & debt service,0.0,3360.08,1,75.0,0.0,-3360.08,,3360.08,,4480.106666666667,4480.106666666667,Review: spend without budget
Emergency Medical Services,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Urban Forest Replenishment Fund,Community Tree Preservation,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Urban Forest Replenishment Fund,Community Tree Preservation,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Development Services Fund,Technology Surcharge,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Development Services Fund,Technology Surcharge,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Development Services Fund,Investigations and Compliance,Other operating costs,0.0,0.0,19,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,1115 Medicaid Waiver,Homeless Strategy Division,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Support Services Fund,Building Services,Contractual services,0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Nondepartmental,General Fund Emergency Reserve Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Support Services Fund,Budget and Performance,Contractual services,0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Fleet Services,General Svc Inventories,Operational Services,Other operating costs,0.0,2487365.72,1,75.0,0.0,-2487365.72,,2487365.72,,3316487.626666667,3316487.626666667,Review: spend without budget
Austin Public Health,1115 Medicaid Waiver,Homeless Strategy Division,Other operating costs,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Homeless Strategy Office,House Our People Endowment Fund,Homeless Strategy Office,Contractual services,0.0,5694.13,9,75.0,0.0,-5694.13,,5694.13,,7592.173333333333,7592.173333333333,Review: spend without budget
Homeless Strategy Office,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Cultural Arts and Contracts,"Supplies, technology & equipment",0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Cultural Arts and Contracts,Personnel & benefits,0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Cultural Arts and Contracts,Other operating costs,0.0,-195.94,25,75.0,0.0,195.94,,-195.94,,-261.25333333333333,-261.25333333333333,Review: non-positive budget
Aviation,ABIA Improvements,Capital Equipment-Parent,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Nondepartmental,General Fund Budget Stabilization Reserve Fund,Division Placeholder,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Transfers and Other Requirements,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Transfers and Other Requirements,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Austin Energy Fund,"Transfers, Debt Service, and Other Requirements","Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Rainey Street Historic District Fund,Rainey Street Historic District Fund,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Long Center Capital Improvements Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Austin Cable Access Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Urban Forest Replenishment Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Resource Recovery,ARR-Austin Resource Recovery Cip,Solid Waste Support Facilites,Other operating costs,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Resource Recovery,ARR-Austin Resource Recovery Cip,Solid Waste Support Facilites,Contractual services,0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Homestead Preservation Reinvestment Tax Increment Fund,Housing,Transfers & debt service,0.0,600000.0,4,75.0,0.0,-600000.0,,600000.0,,800000.0,800000.0,Review: spend without budget
Animal Services,Animal Services Fund,Animal Services,Other operating costs,0.0,1250.0,2,75.0,0.0,-1250.0,,1250.0,,1666.6666666666667,1666.6666666666667,Review: spend without budget
